match_id,date,team,opponent,tournament,tournament_category,home_or_away,neutral,goals_for,goals_against,is_world_cup,world_cup_year,year,goal_difference,result,win,draw,loss,points,dominant_win
26441,2002-06-03,Mexico,Croatia,FIFA World Cup,World Cup (final tournament),away,True,1,0,True,2002,2002,1,win,True,False,False,3,False
26442,2002-06-03,Ecuador,Italy,FIFA World Cup,World Cup (final tournament),away,True,0,2,True,2002,2002,-2,loss,False,False,True,0,False
26442,2002-06-03,Italy,Ecuador,FIFA World Cup,World Cup (final tournament),home,True,2,0,True,2002,2002,2,win,True,False,False,3,False
26443,2002-06-04,China PR,Costa Rica,FIFA World Cup,World Cup (final tournament),home,True,0,2,True,2002,2002,-2,loss,False,False,True,0,False
26443,2002-06-04,Costa Rica,China PR,FIFA World Cup,World Cup (final tournament),away,True,2,0,True,2002,2002,2,win,True,False,False,3,False
26444,2002-06-04,Belgium,Japan,FIFA World Cup,World Cup (final tournament),away,False,2,2,True,2002,2002,0,draw,False,True,False,1,False
26444,2002-06-04,Japan,Belgium,FIFA World Cup,World Cup (final tournament),home,False,2,2,True,2002,2002,0,draw,False,True,False,1,False
26445,2002-06-04,Poland,South Korea,FIFA World Cup,World Cup (final tournament),away,False,0,2,True,2002,2002,-2,loss,False,False,True,0,False
26445,2002-06-04,South Korea,Poland,FIFA World Cup,World Cup (final tournament),home,False,2,0,True,2002,2002,2,win,True,False,False,3,False
26446,2002-06-05,Portugal,United States,FIFA World Cup,World Cup (final tournament),away,True,2,3,True,2002,2002,-1,loss,False,False,True,0,False
26446,2002-06-05,United States,Portugal,FIFA World Cup,World Cup (final tournament),home,True,3,2,True,2002,2002,1,win,True,False,False,3,False
26447,2002-06-05,Germany,Republic of Ireland,FIFA World Cup,World Cup (final tournament),home,True,1,1,True,2002,2002,0,draw,False,True,False,1,False
26447,2002-06-05,Republic of Ireland,Germany,FIFA World Cup,World Cup (final tournament),away,True,1,1,True,2002,2002,0,draw,False,True,False,1,False
26448,2002-06-05,Russia,Tunisia,FIFA World Cup,World Cup (final tournament),home,True,2,0,True,2002,2002,2,win,True,False,False,3,False
26448,2002-06-05,Tunisia,Russia,FIFA World Cup,World Cup (final tournament),away,True,0,2,True,2002,2002,-2,loss,False,False,True,0,False
26449,2002-06-06,Cameroon,Saudi Arabia,FIFA World Cup,World Cup (final tournament),home,True,1,0,True,2002,2002,1,win,True,False,False,3,False
26449,2002-06-06,Saudi Arabia,Cameroon,FIFA World Cup,World Cup (final tournament),away,True,0,1,True,2002,2002,-1,loss,False,False,True,0,False
26450,2002-06-06,Denmark,Senegal,FIFA World Cup,World Cup (final tournament),home,True,1,1,True,2002,2002,0,draw,False,True,False,1,False
26450,2002-06-06,Senegal,Denmark,FIFA World Cup,World Cup (final tournament),away,True,1,1,True,2002,2002,0,draw,False,True,False,1,False
26451,2002-06-06,France,Uruguay,FIFA World Cup,World Cup (final tournament),home,True,0,0,True,2002,2002,0,draw,False,True,False,1,False
26451,2002-06-06,Uruguay,France,FIFA World Cup,World Cup (final tournament),away,True,0,0,True,2002,2002,0,draw,False,True,False,1,False
26454,2002-06-07,Argentina,England,FIFA World Cup,World Cup (final tournament),home,True,0,1,True,2002,2002,-1,loss,False,False,True,0,False
26454,2002-06-07,England,Argentina,FIFA World Cup,World Cup (final tournament),away,True,1,0,True,2002,2002,1,win,True,False,False,3,False
26455,2002-06-07,Paraguay,Spain,FIFA World Cup,World Cup (final tournament),away,True,1,3,True,2002,2002,-2,loss,False,False,True,0,False
26455,2002-06-07,Spain,Paraguay,FIFA World Cup,World Cup (final tournament),home,True,3,1,True,2002,2002,2,win,True,False,False,3,False
26456,2002-06-07,Nigeria,Sweden,FIFA World Cup,World Cup (final tournament),away,True,1,2,True,2002,2002,-1,loss,False,False,True,0,False
26456,2002-06-07,Sweden,Nigeria,FIFA World Cup,World Cup (final tournament),home,True,2,1,True,2002,2002,1,win,True,False,False,3,False
26457,2002-06-08,Slovenia,South Africa,FIFA World Cup,World Cup (final tournament),away,True,0,1,True,2002,2002,-1,loss,False,False,True,0,False
26457,2002-06-08,South Africa,Slovenia,FIFA World Cup,World Cup (final tournament),home,True,1,0,True,2002,2002,1,win,True,False,False,3,False
26459,2002-06-08,Croatia,Italy,FIFA World Cup,World Cup (final tournament),away,True,2,1,True,2002,2002,1,win,True,False,False,3,False
26459,2002-06-08,Italy,Croatia,FIFA World Cup,World Cup (final tournament),home,True,1,2,True,2002,2002,-1,loss,False,False,True,0,False
26460,2002-06-08,Brazil,China PR,FIFA World Cup,World Cup (final tournament),home,True,4,0,True,2002,2002,4,win,True,False,False,3,True
26460,2002-06-08,China PR,Brazil,FIFA World Cup,World Cup (final tournament),away,True,0,4,True,2002,2002,-4,loss,False,False,True,0,False
26461,2002-06-09,Costa Rica,Turkey,FIFA World Cup,World Cup (final tournament),home,True,1,1,True,2002,2002,0,draw,False,True,False,1,False
26461,2002-06-09,Turkey,Costa Rica,FIFA World Cup,World Cup (final tournament),away,True,1,1,True,2002,2002,0,draw,False,True,False,1,False
26462,2002-06-09,Japan,Russia,FIFA World Cup,World Cup (final tournament),home,False,1,0,True,2002,2002,1,win,True,False,False,3,False
26462,2002-06-09,Russia,Japan,FIFA World Cup,World Cup (final tournament),away,False,0,1,True,2002,2002,-1,loss,False,False,True,0,False
26464,2002-06-09,Ecuador,Mexico,FIFA World Cup,World Cup (final tournament),away,True,1,2,True,2002,2002,-1,loss,False,False,True,0,False
26464,2002-06-09,Mexico,Ecuador,FIFA World Cup,World Cup (final tournament),home,True,2,1,True,2002,2002,1,win,True,False,False,3,False
26465,2002-06-10,South Korea,United States,FIFA World Cup,World Cup (final tournament),home,False,1,1,True,2002,2002,0,draw,False,True,False,1,False
26465,2002-06-10,United States,South Korea,FIFA World Cup,World Cup (final tournament),away,False,1,1,True,2002,2002,0,draw,False,True,False,1,False
26466,2002-06-10,Poland,Portugal,FIFA World Cup,World Cup (final tournament),away,True,0,4,True,2002,2002,-4,loss,False,False,True,0,False
26466,2002-06-10,Portugal,Poland,FIFA World Cup,World Cup (final tournament),home,True,4,0,True,2002,2002,4,win,True,False,False,3,True
26467,2002-06-10,Belgium,Tunisia,FIFA World Cup,World Cup (final tournament),away,True,1,1,True,2002,2002,0,draw,False,True,False,1,False
26467,2002-06-10,Tunisia,Belgium,FIFA World Cup,World Cup (final tournament),home,True,1,1,True,2002,2002,0,draw,False,True,False,1,False
26468,2002-06-11,Senegal,Uruguay,FIFA World Cup,World Cup (final tournament),home,True,3,3,True,2002,2002,0,draw,False,True,False,1,False
26468,2002-06-11,Uruguay,Senegal,FIFA World Cup,World Cup (final tournament),away,True,3,3,True,2002,2002,0,draw,False,True,False,1,False
26469,2002-06-11,Republic of Ireland,Saudi Arabia,FIFA World Cup,World Cup (final tournament),away,True,3,0,True,2002,2002,3,win,True,False,False,3,True
26469,2002-06-11,Saudi Arabia,Republic of Ireland,FIFA World Cup,World Cup (final tournament),home,True,0,3,True,2002,2002,-3,loss,False,False,True,0,False
26470,2002-06-11,Cameroon,Germany,FIFA World Cup,World Cup (final tournament),home,True,0,2,True,2002,2002,-2,loss,False,False,True,0,False
26470,2002-06-11,Germany,Cameroon,FIFA World Cup,World Cup (final tournament),away,True,2,0,True,2002,2002,2,win,True,False,False,3,False
26471,2002-06-11,Denmark,France,FIFA World Cup,World Cup (final tournament),home,True,2,0,True,2002,2002,2,win,True,False,False,3,False
26471,2002-06-11,France,Denmark,FIFA World Cup,World Cup (final tournament),away,True,0,2,True,2002,2002,-2,loss,False,False,True,0,False
26472,2002-06-12,England,Nigeria,FIFA World Cup,World Cup (final tournament),away,True,0,0,True,2002,2002,0,draw,False,True,False,1,False
26472,2002-06-12,Nigeria,England,FIFA World Cup,World Cup (final tournament),home,True,0,0,True,2002,2002,0,draw,False,True,False,1,False
26473,2002-06-12,Paraguay,Slovenia,FIFA World Cup,World Cup (final tournament),away,True,3,1,True,2002,2002,2,win,True,False,False,3,False
26473,2002-06-12,Slovenia,Paraguay,FIFA World Cup,World Cup (final tournament),home,True,1,3,True,2002,2002,-2,loss,False,False,True,0,False
26474,2002-06-12,South Africa,Spain,FIFA World Cup,World Cup (final tournament),home,True,2,3,True,2002,2002,-1,loss,False,False,True,0,False
26474,2002-06-12,Spain,South Africa,FIFA World Cup,World Cup (final tournament),away,True,3,2,True,2002,2002,1,win,True,False,False,3,False
26475,2002-06-12,Argentina,Sweden,FIFA World Cup,World Cup (final tournament),away,True,1,1,True,2002,2002,0,draw,False,True,False,1,False
26475,2002-06-12,Sweden,Argentina,FIFA World Cup,World Cup (final tournament),home,True,1,1,True,2002,2002,0,draw,False,True,False,1,False
26476,2002-06-13,Brazil,Costa Rica,FIFA World Cup,World Cup (final tournament),away,True,5,2,True,2002,2002,3,win,True,False,False,3,True
26476,2002-06-13,Costa Rica,Brazil,FIFA World Cup,World Cup (final tournament),home,True,2,5,True,2002,2002,-3,loss,False,False,True,0,False
26477,2002-06-13,Croatia,Ecuador,FIFA World Cup,World Cup (final tournament),away,True,0,1,True,2002,2002,-1,loss,False,False,True,0,False
26477,2002-06-13,Ecuador,Croatia,FIFA World Cup,World Cup (final tournament),home,True,1,0,True,2002,2002,1,win,True,False,False,3,False
26478,2002-06-13,Italy,Mexico,FIFA World Cup,World Cup (final tournament),away,True,1,1,True,2002,2002,0,draw,False,True,False,1,False
26478,2002-06-13,Mexico,Italy,FIFA World Cup,World Cup (final tournament),home,True,1,1,True,2002,2002,0,draw,False,True,False,1,False
26479,2002-06-13,China PR,Turkey,FIFA World Cup,World Cup (final tournament),away,True,0,3,True,2002,2002,-3,loss,False,False,True,0,False
26479,2002-06-13,Turkey,China PR,FIFA World Cup,World Cup (final tournament),home,True,3,0,True,2002,2002,3,win,True,False,False,3,True
26480,2002-06-14,Poland,United States,FIFA World Cup,World Cup (final tournament),home,True,3,1,True,2002,2002,2,win,True,False,False,3,False
26480,2002-06-14,United States,Poland,FIFA World Cup,World Cup (final tournament),away,True,1,3,True,2002,2002,-2,loss,False,False,True,0,False
26481,2002-06-14,Portugal,South Korea,FIFA World Cup,World Cup (final tournament),away,False,0,1,True,2002,2002,-1,loss,False,False,True,0,False
26481,2002-06-14,South Korea,Portugal,FIFA World Cup,World Cup (final tournament),home,False,1,0,True,2002,2002,1,win,True,False,False,3,False
26482,2002-06-14,Belgium,Russia,FIFA World Cup,World Cup (final tournament),home,True,3,2,True,2002,2002,1,win,True,False,False,3,False
26482,2002-06-14,Russia,Belgium,FIFA World Cup,World Cup (final tournament),away,True,2,3,True,2002,2002,-1,loss,False,False,True,0,False
26483,2002-06-14,Japan,Tunisia,FIFA World Cup,World Cup (final tournament),home,False,2,0,True,2002,2002,2,win,True,False,False,3,False
26483,2002-06-14,Tunisia,Japan,FIFA World Cup,World Cup (final tournament),away,False,0,2,True,2002,2002,-2,loss,False,False,True,0,False
26484,2002-06-15,Denmark,England,FIFA World Cup,World Cup (final tournament),home,True,0,3,True,2002,2002,-3,loss,False,False,True,0,False
26484,2002-06-15,England,Denmark,FIFA World Cup,World Cup (final tournament),away,True,3,0,True,2002,2002,3,win,True,False,False,3,True
26485,2002-06-15,Germany,Paraguay,FIFA World Cup,World Cup (final tournament),home,True,1,0,True,2002,2002,1,win,True,False,False,3,False
26485,2002-06-15,Paraguay,Germany,FIFA World Cup,World Cup (final tournament),away,True,0,1,True,2002,2002,-1,loss,False,False,True,0,False
26486,2002-06-16,Republic of Ireland,Spain,FIFA World Cup,World Cup (final tournament),away,True,1,1,True,2002,2002,0,draw,False,True,False,1,False
26486,2002-06-16,Spain,Republic of Ireland,FIFA World Cup,World Cup (final tournament),home,True,1,1,True,2002,2002,0,draw,False,True,False,1,False
26487,2002-06-16,Senegal,Sweden,FIFA World Cup,World Cup (final tournament),away,True,2,1,True,2002,2002,1,win,True,False,False,3,False
26487,2002-06-16,Sweden,Senegal,FIFA World Cup,World Cup (final tournament),home,True,1,2,True,2002,2002,-1,loss,False,False,True,0,False
26488,2002-06-17,Belgium,Brazil,FIFA World Cup,World Cup (final tournament),away,True,0,2,True,2002,2002,-2,loss,False,False,True,0,False
26488,2002-06-17,Brazil,Belgium,FIFA World Cup,World Cup (final tournament),home,True,2,0,True,2002,2002,2,win,True,False,False,3,False
26489,2002-06-17,Mexico,United States,FIFA World Cup,World Cup (final tournament),home,True,0,2,True,2002,2002,-2,loss,False,False,True,0,False
26489,2002-06-17,United States,Mexico,FIFA World Cup,World Cup (final tournament),away,True,2,0,True,2002,2002,2,win,True,False,False,3,False
26490,2002-06-18,Japan,Turkey,FIFA World Cup,World Cup (final tournament),home,False,0,1,True,2002,2002,-1,loss,False,False,True,0,False
26490,2002-06-18,Turkey,Japan,FIFA World Cup,World Cup (final tournament),away,False,1,0,True,2002,2002,1,win,True,False,False,3,False
26491,2002-06-18,Italy,South Korea,FIFA World Cup,World Cup (final tournament),away,False,1,2,True,2002,2002,-1,loss,False,False,True,0,False
26491,2002-06-18,South Korea,Italy,FIFA World Cup,World Cup (final tournament),home,False,2,1,True,2002,2002,1,win,True,False,False,3,False
26492,2002-06-21,Germany,United States,FIFA World Cup,World Cup (final tournament),home,True,1,0,True,2002,2002,1,win,True,False,False,3,False
26492,2002-06-21,United States,Germany,FIFA World Cup,World Cup (final tournament),away,True,0,1,True,2002,2002,-1,loss,False,False,True,0,False
26493,2002-06-21,Brazil,England,FIFA World Cup,World Cup (final tournament),away,True,2,1,True,2002,2002,1,win,True,False,False,3,False
26493,2002-06-21,England,Brazil,FIFA World Cup,World Cup (final tournament),home,True,1,2,True,2002,2002,-1,loss,False,False,True,0,False
26495,2002-06-22,South Korea,Spain,FIFA World Cup,World Cup (final tournament),home,False,0,0,True,2002,2002,0,draw,False,True,False,1,False
26495,2002-06-22,Spain,South Korea,FIFA World Cup,World Cup (final tournament),away,False,0,0,True,2002,2002,0,draw,False,True,False,1,False
26496,2002-06-22,Senegal,Turkey,FIFA World Cup,World Cup (final tournament),home,True,0,1,True,2002,2002,-1,loss,False,False,True,0,False
26496,2002-06-22,Turkey,Senegal,FIFA World Cup,World Cup (final tournament),away,True,1,0,True,2002,2002,1,win,True,False,False,3,False
26498,2002-06-25,Germany,South Korea,FIFA World Cup,World Cup (final tournament),away,False,1,0,True,2002,2002,1,win,True,False,False,3,False
26498,2002-06-25,South Korea,Germany,FIFA World Cup,World Cup (final tournament),home,False,0,1,True,2002,2002,-1,loss,False,False,True,0,False
26500,2002-06-26,Brazil,Turkey,FIFA World Cup,World Cup (final tournament),home,True,1,0,True,2002,2002,1,win,True,False,False,3,False
26500,2002-06-26,Turkey,Brazil,FIFA World Cup,World Cup (final tournament),away,True,0,1,True,2002,2002,-1,loss,False,False,True,0,False
26501,2002-06-29,South Korea,Turkey,FIFA World Cup,World Cup (final tournament),home,False,2,3,True,2002,2002,-1,loss,False,False,True,0,False
26501,2002-06-29,Turkey,South Korea,FIFA World Cup,World Cup (final tournament),away,False,3,2,True,2002,2002,1,win,True,False,False,3,False
26503,2002-06-30,Brazil,Germany,FIFA World Cup,World Cup (final tournament),away,True,2,0,True,2002,2002,2,win,True,False,False,3,False
26503,2002-06-30,Germany,Brazil,FIFA World Cup,World Cup (final tournament),home,True,0,2,True,2002,2002,-2,loss,False,False,True,0,False
30033,2006-06-09,Costa Rica,Germany,FIFA World Cup,World Cup (final tournament),away,False,2,4,True,2006,2006,-2,loss,False,False,True,0,False
30033,2006-06-09,Germany,Costa Rica,FIFA World Cup,World Cup (final tournament),home,False,4,2,True,2006,2006,2,win,True,False,False,3,False
30034,2006-06-09,Ecuador,Poland,FIFA World Cup,World Cup (final tournament),away,True,2,0,True,2006,2006,2,win,True,False,False,3,False
30034,2006-06-09,Poland,Ecuador,FIFA World Cup,World Cup (final tournament),home,True,0,2,True,2006,2006,-2,loss,False,False,True,0,False
30035,2006-06-10,Sweden,Trinidad and Tobago,FIFA World Cup,World Cup (final tournament),away,True,0,0,True,2006,2006,0,draw,False,True,False,1,False
30035,2006-06-10,Trinidad and Tobago,Sweden,FIFA World Cup,World Cup (final tournament),home,True,0,0,True,2006,2006,0,draw,False,True,False,1,False
30036,2006-06-10,England,Paraguay,FIFA World Cup,World Cup (final tournament),home,True,1,0,True,2006,2006,1,win,True,False,False,3,False
30036,2006-06-10,Paraguay,England,FIFA World Cup,World Cup (final tournament),away,True,0,1,True,2006,2006,-1,loss,False,False,True,0,False
30037,2006-06-10,Argentina,Ivory Coast,FIFA World Cup,World Cup (final tournament),home,True,2,1,True,2006,2006,1,win,True,False,False,3,False
30037,2006-06-10,Ivory Coast,Argentina,FIFA World Cup,World Cup (final tournament),away,True,1,2,True,2006,2006,-1,loss,False,False,True,0,False
30038,2006-06-11,Angola,Portugal,FIFA World Cup,World Cup (final tournament),home,True,0,1,True,2006,2006,-1,loss,False,False,True,0,False
30038,2006-06-11,Portugal,Angola,FIFA World Cup,World Cup (final tournament),away,True,1,0,True,2006,2006,1,win,True,False,False,3,False
30039,2006-06-11,Iran,Mexico,FIFA World Cup,World Cup (final tournament),away,True,1,3,True,2006,2006,-2,loss,False,False,True,0,False
30039,2006-06-11,Mexico,Iran,FIFA World Cup,World Cup (final tournament),home,True,3,1,True,2006,2006,2,win,True,False,False,3,False
30040,2006-06-11,Netherlands,Serbia,FIFA World Cup,World Cup (final tournament),away,True,1,0,True,2006,2006,1,win,True,False,False,3,False
30040,2006-06-11,Serbia,Netherlands,FIFA World Cup,World Cup (final tournament),home,True,0,1,True,2006,2006,-1,loss,False,False,True,0,False
30041,2006-06-12,Australia,Japan,FIFA World Cup,World Cup (final tournament),home,True,3,1,True,2006,2006,2,win,True,False,False,3,False
30041,2006-06-12,Japan,Australia,FIFA World Cup,World Cup (final tournament),away,True,1,3,True,2006,2006,-2,loss,False,False,True,0,False
30042,2006-06-12,Ghana,Italy,FIFA World Cup,World Cup (final tournament),away,True,0,2,True,2006,2006,-2,loss,False,False,True,0,False
30042,2006-06-12,Italy,Ghana,FIFA World Cup,World Cup (final tournament),home,True,2,0,True,2006,2006,2,win,True,False,False,3,False
30043,2006-06-12,Czech Republic,United States,FIFA World Cup,World Cup (final tournament),away,True,3,0,True,2006,2006,3,win,True,False,False,3,True
30043,2006-06-12,United States,Czech Republic,FIFA World Cup,World Cup (final tournament),home,True,0,3,True,2006,2006,-3,loss,False,False,True,0,False
30044,2006-06-13,South Korea,Togo,FIFA World Cup,World Cup (final tournament),home,True,2,1,True,2006,2006,1,win,True,False,False,3,False
30044,2006-06-13,Togo,South Korea,FIFA World Cup,World Cup (final tournament),away,True,1,2,True,2006,2006,-1,loss,False,False,True,0,False
30045,2006-06-13,Brazil,Croatia,FIFA World Cup,World Cup (final tournament),home,True,1,0,True,2006,2006,1,win,True,False,False,3,False
30045,2006-06-13,Croatia,Brazil,FIFA World Cup,World Cup (final tournament),away,True,0,1,True,2006,2006,-1,loss,False,False,True,0,False
30046,2006-06-13,France,Switzerland,FIFA World Cup,World Cup (final tournament),home,True,0,0,True,2006,2006,0,draw,False,True,False,1,False
30046,2006-06-13,Switzerland,France,FIFA World Cup,World Cup (final tournament),away,True,0,0,True,2006,2006,0,draw,False,True,False,1,False
30047,2006-06-14,Saudi Arabia,Tunisia,FIFA World Cup,World Cup (final tournament),away,True,2,2,True,2006,2006,0,draw,False,True,False,1,False
30047,2006-06-14,Tunisia,Saudi Arabia,FIFA World Cup,World Cup (final tournament),home,True,2,2,True,2006,2006,0,draw,False,True,False,1,False
30048,2006-06-14,Spain,Ukraine,FIFA World Cup,World Cup (final tournament),home,True,4,0,True,2006,2006,4,win,True,False,False,3,True
30048,2006-06-14,Ukraine,Spain,FIFA World Cup,World Cup (final tournament),away,True,0,4,True,2006,2006,-4,loss,False,False,True,0,False
30049,2006-06-14,Germany,Poland,FIFA World Cup,World Cup (final tournament),home,False,1,0,True,2006,2006,1,win,True,False,False,3,False
30049,2006-06-14,Poland,Germany,FIFA World Cup,World Cup (final tournament),away,False,0,1,True,2006,2006,-1,loss,False,False,True,0,False
30050,2006-06-15,Costa Rica,Ecuador,FIFA World Cup,World Cup (final tournament),away,True,0,3,True,2006,2006,-3,loss,False,False,True,0,False
30050,2006-06-15,Ecuador,Costa Rica,FIFA World Cup,World Cup (final tournament),home,True,3,0,True,2006,2006,3,win,True,False,False,3,True
30051,2006-06-15,England,Trinidad and Tobago,FIFA World Cup,World Cup (final tournament),home,True,2,0,True,2006,2006,2,win,True,False,False,3,False
30051,2006-06-15,Trinidad and Tobago,England,FIFA World Cup,World Cup (final tournament),away,True,0,2,True,2006,2006,-2,loss,False,False,True,0,False
30052,2006-06-15,Paraguay,Sweden,FIFA World Cup,World Cup (final tournament),away,True,0,1,True,2006,2006,-1,loss,False,False,True,0,False
30052,2006-06-15,Sweden,Paraguay,FIFA World Cup,World Cup (final tournament),home,True,1,0,True,2006,2006,1,win,True,False,False,3,False
30053,2006-06-16,Argentina,Serbia,FIFA World Cup,World Cup (final tournament),home,True,6,0,True,2006,2006,6,win,True,False,False,3,True
30053,2006-06-16,Serbia,Argentina,FIFA World Cup,World Cup (final tournament),away,True,0,6,True,2006,2006,-6,loss,False,False,True,0,False
30054,2006-06-16,Angola,Mexico,FIFA World Cup,World Cup (final tournament),away,True,0,0,True,2006,2006,0,draw,False,True,False,1,False
30054,2006-06-16,Mexico,Angola,FIFA World Cup,World Cup (final tournament),home,True,0,0,True,2006,2006,0,draw,False,True,False,1,False
30055,2006-06-16,Ivory Coast,Netherlands,FIFA World Cup,World Cup (final tournament),away,True,1,2,True,2006,2006,-1,loss,False,False,True,0,False
30055,2006-06-16,Netherlands,Ivory Coast,FIFA World Cup,World Cup (final tournament),home,True,2,1,True,2006,2006,1,win,True,False,False,3,False
30056,2006-06-17,Czech Republic,Ghana,FIFA World Cup,World Cup (final tournament),home,True,0,2,True,2006,2006,-2,loss,False,False,True,0,False
30056,2006-06-17,Ghana,Czech Republic,FIFA World Cup,World Cup (final tournament),away,True,2,0,True,2006,2006,2,win,True,False,False,3,False
30057,2006-06-17,Italy,United States,FIFA World Cup,World Cup (final tournament),home,True,1,1,True,2006,2006,0,draw,False,True,False,1,False
30057,2006-06-17,United States,Italy,FIFA World Cup,World Cup (final tournament),away,True,1,1,True,2006,2006,0,draw,False,True,False,1,False
30058,2006-06-17,Iran,Portugal,FIFA World Cup,World Cup (final tournament),away,True,0,2,True,2006,2006,-2,loss,False,False,True,0,False
30058,2006-06-17,Portugal,Iran,FIFA World Cup,World Cup (final tournament),home,True,2,0,True,2006,2006,2,win,True,False,False,3,False
30059,2006-06-18,France,South Korea,FIFA World Cup,World Cup (final tournament),home,True,1,1,True,2006,2006,0,draw,False,True,False,1,False
30059,2006-06-18,South Korea,France,FIFA World Cup,World Cup (final tournament),away,True,1,1,True,2006,2006,0,draw,False,True,False,1,False
30060,2006-06-18,Croatia,Japan,FIFA World Cup,World Cup (final tournament),away,True,0,0,True,2006,2006,0,draw,False,True,False,1,False
30060,2006-06-18,Japan,Croatia,FIFA World Cup,World Cup (final tournament),home,True,0,0,True,2006,2006,0,draw,False,True,False,1,False
30061,2006-06-18,Australia,Brazil,FIFA World Cup,World Cup (final tournament),away,True,0,2,True,2006,2006,-2,loss,False,False,True,0,False
30061,2006-06-18,Brazil,Australia,FIFA World Cup,World Cup (final tournament),home,True,2,0,True,2006,2006,2,win,True,False,False,3,False
30062,2006-06-19,Saudi Arabia,Ukraine,FIFA World Cup,World Cup (final tournament),home,True,0,4,True,2006,2006,-4,loss,False,False,True,0,False
30062,2006-06-19,Ukraine,Saudi Arabia,FIFA World Cup,World Cup (final tournament),away,True,4,0,True,2006,2006,4,win,True,False,False,3,True
30063,2006-06-19,Spain,Tunisia,FIFA World Cup,World Cup (final tournament),home,True,3,1,True,2006,2006,2,win,True,False,False,3,False
30063,2006-06-19,Tunisia,Spain,FIFA World Cup,World Cup (final tournament),away,True,1,3,True,2006,2006,-2,loss,False,False,True,0,False
30064,2006-06-19,Switzerland,Togo,FIFA World Cup,World Cup (final tournament),away,True,2,0,True,2006,2006,2,win,True,False,False,3,False
30064,2006-06-19,Togo,Switzerland,FIFA World Cup,World Cup (final tournament),home,True,0,2,True,2006,2006,-2,loss,False,False,True,0,False
30065,2006-06-20,Costa Rica,Poland,FIFA World Cup,World Cup (final tournament),home,True,1,2,True,2006,2006,-1,loss,False,False,True,0,False
30065,2006-06-20,Poland,Costa Rica,FIFA World Cup,World Cup (final tournament),away,True,2,1,True,2006,2006,1,win,True,False,False,3,False
30066,2006-06-20,Ecuador,Germany,FIFA World Cup,World Cup (final tournament),away,False,0,3,True,2006,2006,-3,loss,False,False,True,0,False
30066,2006-06-20,Germany,Ecuador,FIFA World Cup,World Cup (final tournament),home,False,3,0,True,2006,2006,3,win,True,False,False,3,True
30067,2006-06-20,Paraguay,Trinidad and Tobago,FIFA World Cup,World Cup (final tournament),home,True,2,0,True,2006,2006,2,win,True,False,False,3,False
30067,2006-06-20,Trinidad and Tobago,Paraguay,FIFA World Cup,World Cup (final tournament),away,True,0,2,True,2006,2006,-2,loss,False,False,True,0,False
30068,2006-06-20,England,Sweden,FIFA World Cup,World Cup (final tournament),away,True,2,2,True,2006,2006,0,draw,False,True,False,1,False
30068,2006-06-20,Sweden,England,FIFA World Cup,World Cup (final tournament),home,True,2,2,True,2006,2006,0,draw,False,True,False,1,False
30069,2006-06-21,Mexico,Portugal,FIFA World Cup,World Cup (final tournament),away,True,1,2,True,2006,2006,-1,loss,False,False,True,0,False
30069,2006-06-21,Portugal,Mexico,FIFA World Cup,World Cup (final tournament),home,True,2,1,True,2006,2006,1,win,True,False,False,3,False
30070,2006-06-21,Angola,Iran,FIFA World Cup,World Cup (final tournament),away,True,1,1,True,2006,2006,0,draw,False,True,False,1,False
30070,2006-06-21,Iran,Angola,FIFA World Cup,World Cup (final tournament),home,True,1,1,True,2006,2006,0,draw,False,True,False,1,False
30071,2006-06-21,Ivory Coast,Serbia,FIFA World Cup,World Cup (final tournament),home,True,3,2,True,2006,2006,1,win,True,False,False,3,False
30071,2006-06-21,Serbia,Ivory Coast,FIFA World Cup,World Cup (final tournament),away,True,2,3,True,2006,2006,-1,loss,False,False,True,0,False
30072,2006-06-21,Argentina,Netherlands,FIFA World Cup,World Cup (final tournament),away,True,0,0,True,2006,2006,0,draw,False,True,False,1,False
30072,2006-06-21,Netherlands,Argentina,FIFA World Cup,World Cup (final tournament),home,True,0,0,True,2006,2006,0,draw,False,True,False,1,False
30073,2006-06-22,Brazil,Japan,FIFA World Cup,World Cup (final tournament),away,True,4,1,True,2006,2006,3,win,True,False,False,3,True
30073,2006-06-22,Japan,Brazil,FIFA World Cup,World Cup (final tournament),home,True,1,4,True,2006,2006,-3,loss,False,False,True,0,False
30074,2006-06-22,Ghana,United States,FIFA World Cup,World Cup (final tournament),home,True,2,1,True,2006,2006,1,win,True,False,False,3,False
30074,2006-06-22,United States,Ghana,FIFA World Cup,World Cup (final tournament),away,True,1,2,True,2006,2006,-1,loss,False,False,True,0,False
30075,2006-06-22,Australia,Croatia,FIFA World Cup,World Cup (final tournament),away,True,2,2,True,2006,2006,0,draw,False,True,False,1,False
30075,2006-06-22,Croatia,Australia,FIFA World Cup,World Cup (final tournament),home,True,2,2,True,2006,2006,0,draw,False,True,False,1,False
30076,2006-06-22,Czech Republic,Italy,FIFA World Cup,World Cup (final tournament),home,True,0,2,True,2006,2006,-2,loss,False,False,True,0,False
30076,2006-06-22,Italy,Czech Republic,FIFA World Cup,World Cup (final tournament),away,True,2,0,True,2006,2006,2,win,True,False,False,3,False
30077,2006-06-23,Saudi Arabia,Spain,FIFA World Cup,World Cup (final tournament),home,True,0,1,True,2006,2006,-1,loss,False,False,True,0,False
