team,matches_played,wins,draws,losses,goals_scored,goals_conceded,total_goal_differential,points,dominant_wins,win_rate,draw_rate,loss_rate,avg_goal_diff,goals_scored_per_match,goals_conceded_per_match,points_per_match,dominant_win_rate,consistency_score,n_win_rate,n_avg_goal_diff,n_points_per_match,n_dominant_win_rate,n_consistency,dominance_index
Bulgaria,734,262,187,285,1014,1102,-88,973,73,0.3569482288828338,0.2547683923705722,0.388283378746594,-0.11989100817438691,1.3814713896457766,1.5013623978201636,1.3256130790190737,0.0994550408719346,0.0,0.47601735174435034,0.5686150553335602,0.5283051165919788,0.3854262352546385,0.0,47.315200641315684
Gabon,405,141,114,150,477,484,-7,537,32,0.34814814814814815,0.2814814814814815,0.37037037037037035,-0.01728395061728395,1.1777777777777778,1.1950617283950618,1.325925925925926,0.07901234567901234,0.0,0.45936608274485596,0.6004483202799631,0.5284942225283135,0.2943923148139759,0.0,47.274438802707806
Cuba,397,139,90,168,532,605,-73,507,51,0.3501259445843829,0.22670025188916876,0.42317380352644834,-0.18387909319899245,1.3400503778337531,1.5239294710327456,1.2770780856423174,0.12846347607052896,0.0,0.4631084143755399,0.5487631103260968,0.4989672674188646,0.5146044848472483,0.0,46.832581501648505
Burkina Faso,462,164,122,176,578,612,-34,614,30,0.354978354978355,0.26406926406926406,0.38095238095238093,-0.0735930735930736,1.251082251082251,1.3246753246753247,1.329004329004329,0.06493506493506493,0.0,0.47229001090879696,0.5829787302413799,0.5303550186039855,0.23170439410824287,0.0,46.27375165376028
Ethiopia,407,143,92,172,547,594,-47,521,37,0.35135135135135137,0.22604422604422605,0.4226044226044226,-0.11547911547911548,1.343980343980344,1.4594594594594594,1.28009828009828,0.09090909090909091,0.0,0.46542709511561176,0.569983820333039,0.5007928782463906,0.3473700336791854,0.0,45.98226679015125
India,530,190,119,221,728,855,-127,689,54,0.3584905660377358,0.22452830188679246,0.4169811320754717,-0.23962264150943396,1.3735849056603773,1.6132075471698113,1.3,0.1018867924528302,0.0,0.47893571938533835,0.5314689866598826,0.5128228305785124,0.3962551341770932,0.0,45.68302159842341
Ecuador,589,181,157,251,712,902,-190,700,41,0.3073005093378608,0.266553480475382,0.42614601018675724,-0.3225806451612903,1.2088285229202038,1.531409168081494,1.1884550084889642,0.06960950764006792,0.5469677942039559,0.3820753120882412,0.5057317306411674,0.4453974554153979,0.2525202817050509,0.5469677942039559,45.33468332317317
Malawi,642,219,181,242,752,830,-78,838,42,0.3411214953271028,0.2819314641744548,0.37694704049844235,-0.12149532710280374,1.1713395638629283,1.2928348909657321,1.3052959501557633,0.06542056074766354,0.0,0.44607044491870346,0.5681173243711612,0.5160240628459617,0.23386636867966235,0.0,44.93588297182704
North Macedonia,304,95,79,130,365,408,-43,364,28,0.3125,0.2598684210526316,0.4276315789473684,-0.14144736842105263,1.200657894736842,1.3421052631578947,1.1973684210526316,0.09210526315789473,0.0,0.3919136442906255,0.5619273152954996,0.4507853278599391,0.35269674076468926,0.0,43.116099719642186
Georgia,305,99,64,142,380,430,-50,361,29,0.32459016393442625,0.2098360655737705,0.46557377049180326,-0.16393442622950818,1.2459016393442623,1.4098360655737705,1.1836065573770491,0.09508196721311475,0.0,0.4147903175837039,0.5549508315513549,0.4424667219888903,0.3659523823315663,0.0,43.097851292057285
Panama,535,181,132,222,670,813,-143,675,42,0.3383177570093458,0.2467289719626168,0.41495327102803736,-0.2672897196261682,1.2523364485981308,1.519626168224299,1.2616822429906542,0.07850467289719626,0.0,0.4407652889388101,0.5228854306262961,0.4896609735846142,0.29213158337941747,0.0,43.042135186613464
Congo,406,134,99,173,523,598,-75,501,28,0.33004926108374383,0.2438423645320197,0.42610837438423643,-0.18472906403940886,1.2881773399014778,1.4729064039408868,1.2339901477832513,0.06896551724137931,0.0,0.42511986998989637,0.548499411633201,0.4729219888653666,0.24965251059338914,0.0,42.77374977819956
Peru,712,230,176,306,856,994,-138,866,55,0.32303370786516855,0.24719101123595505,0.4297752808988764,-0.19382022471910113,1.202247191011236,1.396067415730337,1.2162921348314606,0.07724719101123595,0.0,0.4118452345240731,0.5456789299482457,0.4622241068112173,0.28653185668576125,0.0,42.52072220964494
Hong Kong,444,141,96,207,640,730,-90,519,44,0.31756756756756754,0.21621621621621623,0.46621621621621623,-0.20270270270270271,1.4414414414414414,1.6441441441441442,1.1689189189189189,0.0990990990990991,0.0,0.40150235526779754,0.542923190901005,0.43358851490953754,0.38384118129164474,0.0,42.381476171573865
El Salvador,612,200,137,275,766,932,-166,737,55,0.32679738562091504,0.2238562091503268,0.4493464052287582,-0.27124183006535946,1.2516339869281046,1.522875816993464,1.2042483660130718,0.08986928104575163,0.0,0.41896676131772326,0.5216593104967114,0.4549440342597093,0.34273962817348586,0.0,42.12577612575761
Sudan,469,151,118,200,508,634,-126,571,34,0.32196162046908317,0.2515991471215352,0.42643923240938164,-0.26865671641791045,1.0831556503198294,1.35181236673774,1.2174840085287846,0.07249466950959488,0.0,0.40981666045056236,0.5224613275276551,0.46294455629174075,0.26536827428187537,0.0,41.47505825152605
Wales,724,234,164,326,908,1157,-249,866,58,0.32320441988950277,0.2265193370165746,0.45027624309392267,-0.34392265193370164,1.2541436464088398,1.5980662983425415,1.1961325966850829,0.08011049723756906,0.0,0.4121682510877091,0.499110492567987,0.45003831160677593,0.2992825233050781,0.0,40.634886643303616
Guyana,313,103,61,149,428,550,-122,370,29,0.329073482428115,0.19488817891373802,0.476038338658147,-0.38977635782747605,1.3674121405750799,1.7571884984025559,1.182108626198083,0.0926517571884984,0.0,0.42327352864727674,0.4848846371225307,0.4415612705621419,0.35513034815519107,0.0,40.60739671715
Mozambique,374,118,95,161,387,484,-97,449,21,0.3155080213903743,0.2540106951871658,0.4304812834224599,-0.25935828877005346,1.03475935828877,1.2941176470588236,1.2005347593582887,0.05614973262032086,0.0,0.3976053390417811,0.5253461126286648,0.45269927796437875,0.1925821924886594,0.0,40.34401122426888
Togo,445,140,113,192,486,618,-132,533,27,0.3146067415730337,0.2539325842696629,0.4314606741573034,-0.2966292134831461,1.0921348314606742,1.3887640449438203,1.1977528089887641,0.060674157303370786,0.0,0.395899962337315,0.5137830169758241,0.45101767805738696,0.21273003076289726,0.0,40.06134741207914
Barbados,302,94,67,141,393,527,-134,349,32,0.31125827814569534,0.22185430463576158,0.46688741721854304,-0.44370860927152317,1.3013245033112584,1.7450331125827814,1.1556291390728477,0.10596026490066225,0.0,0.38956409259423225,0.46815245816477313,0.4255552685950413,0.4143948248212878,0.0,39.61665837669002
Lebanon,333,93,92,148,385,469,-84,371,28,0.27927927927927926,0.27627627627627627,0.4444444444444444,-0.25225225225225223,1.1561561561561562,1.4084084084084083,1.1141141141141142,0.08408408408408409,0.0,0.32905431677360825,0.5275507206602721,0.4004607655175837,0.3169774106688026,0.0,39.05416544326673
Belarus,313,93,79,141,357,461,-104,358,19,0.2971246006389776,0.2523961661341853,0.4504792332268371,-0.33226837060702874,1.1405750798722045,1.4728434504792332,1.1437699680511182,0.06070287539936102,0.0,0.36282073952602123,0.5027261680786645,0.41838677949990755,0.2128579160950861,0.0,38.177830875487665
Singapore,694,218,141,335,933,1267,-334,795,59,0.31412103746397696,0.20317002881844382,0.4827089337175792,-0.4812680115273775,1.3443804034582132,1.8256484149855907,1.1455331412103746,0.08501440922190202,0.0,0.39498092647640676,0.4564998639699368,0.4194525612094219,0.3211202667736761,0.0,38.15665489079027
Iceland,520,159,102,259,632,872,-240,579,46,0.3057692307692308,0.19615384615384615,0.4980769230769231,-0.46153846153846156,1.2153846153846153,1.676923076923077,1.1134615384615385,0.08846153846153847,0.0,0.3791778691978687,0.4626208463567569,0.40006630443420216,0.3364707714888466,0.0,37.70026268552694
Mauritius,325,91,72,162,412,523,-111,345,29,0.28,0.22153846153846155,0.49846153846153846,-0.3415384615384615,1.2676923076923077,1.6092307692307692,1.0615384615384615,0.08923076923076922,0.0,0.33041804455702833,0.49985017428522277,0.3686804672600127,0.33989625389152445,0.0,37.360478180352715
Tanzania,599,163,171,265,660,892,-232,660,33,0.27212020033388984,0.2854757929883139,0.44240400667779634,-0.38731218697829717,1.1018363939899833,1.4891485809682805,1.1018363939899833,0.05509181969949917,0.0,0.31550810590324235,0.48564913232766277,0.39303927689399687,0.18787117176666704,0.0,35.83189149526262
Latvia,459,128,110,221,540,762,-222,494,30,0.2788671023965142,0.23965141612200436,0.48148148148148145,-0.48366013071895425,1.1764705882352942,1.6601307189542485,1.0762527233115469,0.06535947712418301,0.0,0.3282744070935478,0.4557577223880436,0.3775747672806496,0.23359435553914065,0.0,34.9599794494272
Albania,396,110,84,202,377,587,-210,414,24,0.2777777777777778,0.21212121212121213,0.51010101010101,-0.5303030303030303,0.952020202020202,1.4823232323232323,1.0454545454545454,0.06060606060606061,0.0,0.32621321722481655,0.4412870240201263,0.35895825507137485,0.21242678751308583,0.0,33.6364720602529
Botswana,332,90,92,150,268,426,-158,362,10,0.2710843373493976,0.27710843373493976,0.45180722891566266,-0.4759036144578313,0.8072289156626506,1.283132530120482,1.0903614457831325,0.030120481927710843,0.0,0.31354807465791357,0.4581641381169421,0.38610303818580105,0.07667063022550369,0.0,33.49223827766593
Benin,323,84,78,161,350,555,-205,330,15,0.26006191950464397,0.24148606811145512,0.4984520123839009,-0.6346749226006192,1.08359133126935,1.7182662538699691,1.021671826625387,0.04643962848297214,0.0,0.29269176093860816,0.40890622897961415,0.3445823631758053,0.14934186438280397,0.0,30.90529440309161
Liberia,300,78,70,152,267,443,-176,304,7,0.26,0.23333333333333334,0.5066666666666667,-0.5866666666666667,0.89,1.4766666666666666,1.0133333333333334,0.023333333333333334,0.0,0.29257459856712237,0.42380052150827113,0.3395420110192838,0.04644659472878331,0.0,30.236618528687092
Northern Ireland,705,184,160,361,739,1293,-554,712,47,0.26099290780141843,0.22695035460992907,0.5120567375886524,-0.7858156028368795,1.04822695035461,1.8340425531914895,1.0099290780141843,0.06666666666666667,0.0,0.29445335120491906,0.36201567941422136,0.33748424769943136,0.23941543674630572,0.0,29.96703828155402
Finland,816,216,166,434,959,1669,-710,814,47,0.2647058823529412,0.2034313725490196,0.5318627450980392,-0.8700980392156863,1.1752450980392157,2.045343137254902,0.9975490196078431,0.05759803921568627,0.0,0.3014789388000414,0.3358675255595825,0.3300008988616107,0.19903168587159797,0.0,28.511362476195263
Venezuela,458,116,101,241,480,854,-374,449,26,0.25327510917030566,0.2205240174672489,0.5262008733624454,-0.8165938864628821,1.0480349344978166,1.8646288209606987,0.980349344978166,0.056768558951965066,0.0,0.27984994642204475,0.3524668892959898,0.3196042463639972,0.19533790481082866,0.0,28.41794252264989
Estonia,548,134,122,292,542,974,-432,524,27,0.24452554744525548,0.22262773722627738,0.5328467153284672,-0.7883211678832117,0.9890510948905109,1.7773722627737227,0.9562043795620438,0.04927007299270073,0.0,0.2632942680931805,0.36123834189125464,0.30500938800748023,0.16194619360058507,0.0,27.696150023377896
Bangladesh,304,79,66,159,274,555,-281,303,17,0.2598684210526316,0.21710526315789475,0.5230263157894737,-0.9243421052631579,0.9013157894736842,1.825657894736842,0.9967105263157895,0.05592105263157895,0.0,0.2923256285277151,0.31903860786746013,0.3294940565191388,0.1915638514281954,0.0,27.685214636075923
Lithuania,431,111,83,237,430,784,-354,416,16,0.25754060324825984,0.1925754060324826,0.5498839907192575,-0.8213457076566125,0.9976798143851509,1.8190255220417633,0.9651972157772621,0.037122969837587005,0.0,0.2879209961600109,0.3509926633836663,0.31044526950585793,0.10785359906882301,0.0,27.32462702657912
Philippines,338,91,52,195,402,776,-374,325,31,0.2692307692307692,0.15384615384615385,0.5769230769230769,-1.106508875739645,1.1893491124260356,2.2958579881656807,0.9615384615384616,0.09171597633136094,0.0,0.31004080440861737,0.26252238756963747,0.3082336697393516,0.3509631970386377,0.0,26.91983604046117
Bolivia,532,119,119,294,545,1043,-498,476,25,0.2236842105263158,0.2236842105263158,0.5526315789473685,-0.9360902255639098,1.0244360902255638,1.9605263157894737,0.8947368421052632,0.046992481203007516,0.0,0.22385886769071417,0.31539381934062877,0.2678542301000435,0.1518037878256839,0.0,24.242374935580116
Azerbaijan,308,60,79,169,236,517,-281,259,12,0.19480519480519481,0.2564935064935065,0.5487012987012987,-0.9123376623376623,0.7662337662337663,1.6785714285714286,0.8409090909090909,0.03896103896103896,0.0,0.16921479410651985,0.32276291905305865,0.23531707832456802,0.11603875453730039,0.0,22.323754161651095
Cyprus,424,81,71,272,372,926,-554,314,12,0.19103773584905662,0.16745283018867924,0.6415094339622641,-1.3066037735849056,0.8773584905660378,2.1839622641509435,0.7405660377358491,0.02830188679245283,0.0,0.16208611263022968,0.2004440661638534,0.17466291614688914,0.06857219490205511,0.0,15.55989059803275
Malta,456,64,78,314,295,1025,-730,270,9,0.14035087719298245,0.17105263157894737,0.6885964912280702,-1.6008771929824561,0.6469298245614035,2.2478070175438596,0.5921052631578947,0.019736842105263157,0.0,0.0661778427327727,0.1091473859023336,0.08492313234014787,0.030430962091701486,0.0,7.758292470736766
Luxembourg,465,49,63,353,295,1203,-908,210,6,0.1053763440860215,0.13548387096774195,0.7591397849462366,-1.9526881720430107,0.6344086021505376,2.587096774193548,0.45161290322580644,0.012903225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0
